Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Office Supplies,Chuck Magee,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Paper,15.9425,51.016
Office Supplies,Sam Craven,Xerox 1947,Paper,10.465,33.488
Office Supplies,Michael Moore,Spiral Phone Message Books with Labels by Adams,Paper,10.3936,28.672
Office Supplies,Max Engle,Xerox 1949,Paper,12.9978,35.856
Office Supplies,Cari Schnelling,Avery Printable Repositionable Plastic Tabs,Binders,-2.838,1.72
Office Supplies,Trudy Schmidt,Hoover Commercial SteamVac,Appliances,-13.58,5.432
Office Supplies,Rob Lucas,Tuff Stuff Recycled Round Ring Binders,Binders,-2.9884,1.928
Office Supplies,Maribeth Schnelling,"Performers Binder/Pad Holder, Black",Binders,-16.818,11.212
Office Supplies,Delfina Latchford,"Avery Flip-Chart Easel Binder, Black",Binders,-14.7708,8.952
Office Supplies,Katherine Hughes,Ibico Plastic Spiral Binding Combs,Binders,-31.008,18.24
Office Supplies,Darrin Martin,Storex Dura Pro Binders,Binders,-6.237,3.564
Office Supplies,John Murray,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,-30.8672,11.648
Office Supplies,Cassandra Brandow,Ibico Hi-Tech Manual Binding System,Binders,-426.986,243.992
Office Supplies,Maribeth Schnelling,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,-470.548,180.98
Office Supplies,Joy Smith,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,-766.012,294.62
Office Supplies,Tracy Blumstein,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,-17.248,10.78
Office Supplies,Pete Takahito,Wilson Jones Impact Binders,Binders,-8.029,5.18
Office Supplies,Toby Carlisle,Wilson Jones Legal Size Ring Binders,Binders,-32.985,21.99
Office Supplies,Vivek Sundaresam,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,-13.0152,7.656
Office Supplies,Michael Moore,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Appliances,-74.7456,29.312
Office Supplies,Emily Grady,"SlimView Poly Binder, 3/8""",Binders,-22.8956,13.468
Office Supplies,Sheri Gordon,GBC Plastic Binding Combs,Binders,3.6162,7.38
Office Supplies,Denny Blanton,Avery 486,Labels,3.4357,7.31
Office Supplies,Sandra Flanagan,Xerox 1893,Paper,20.0851,40.99
Office Supplies,Roland Murray,Xerox 1883,Paper,12.1348,26.38
Office Supplies,Ted Butterfield,Crate-A-Files,Storage,2.834,10.9
Office Supplies,Denny Blanton,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,33.0368,113.92
Office Supplies,Becky Pak,Disposable Triple-Filter Dust Bags,Appliances,2.2724,8.74
Office Supplies,Carl Ludwig,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,6.512,16.28
Office Supplies,Denny Blanton,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Art,11.898,39.66
Office Supplies,Kean Thornton,Design Ebony Sketching Pencil,Art,0.7228,2.78
Office Supplies,Michelle Moray,Newell 349,Art,1.9024,6.56
Office Supplies,Herbert Flentye,Acco Expandable Hanging Binders,Binders,5.8696,12.76
Office Supplies,Becky Pak,Ibico Presentation Index for Binding Systems,Binders,3.7412,7.96
Office Supplies,Anne McFarland,GBC Recycled VeloBinder Covers,Binders,15.6768,34.08
Office Supplies,Pierre Wener,Staple envelope,Envelopes,7.7832,16.56
Office Supplies,Kean Thornton,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,35.982,79.96
Office Supplies,Cynthia Arntzen,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Labels,2.9568,6.16
Office Supplies,Becky Pak,Xerox 1960,Paper,27.882,61.96
Office Supplies,Brian Derr,Xerox 188,Paper,11.1132,22.68
Office Supplies,Lisa DeCherney,White Computer Printout Paper by Universal,Paper,37.9848,77.52
Office Supplies,Christina DeMoss,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,53.2608,110.96
Office Supplies,Christina DeMoss,Xerox 202,Paper,6.2208,12.96
Office Supplies,Michelle Moray,Spiral Phone Message Books with Labels by Adams,Paper,4.3904,8.96
Office Supplies,Natalie DeCherney,Easy-staple paper,Paper,4.6812,9.96
Office Supplies,Aimee Bixby,Xerox 1891,Paper,45.9754,97.82
Office Supplies,Anne McFarland,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Paper,4.7752,10.16
Office Supplies,Hunter Lopez,X-Rack File for Hanging Folders,Storage,5.8708,22.58
Office Supplies,Cynthia Arntzen,Acme Titanium Bonded Scissors,Supplies,4.42,17
Office Supplies,Aimee Bixby,Acme Forged Steel Scissors with Black Enamel Handles,Supplies,5.3998,18.62
Office Supplies,Eva Jacobs,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,297.6435,901.95
Office Supplies,Annie Thurman,Newell 315,Art,4.485,17.94
Office Supplies,Denise Leinenbach,BIC Brite Liner Highlighters,Art,5.2164,12.42
Office Supplies,Resi Pölking,American Pencil,Art,2.0271,6.99
Office Supplies,Zuschuss Carroll,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Art,12.7368,43.92
Office Supplies,Aimee Bixby,Newell 345,Art,15.4752,59.52
Office Supplies,John Huston,Security-Tint Envelopes,Envelopes,11.2308,22.92
Office Supplies,Clytie Kelty,Staple envelope,Envelopes,13.4964,29.34
Office Supplies,Maribeth Schnelling,Wausau Papers Astrobrights Colored Envelopes,Envelopes,8.7906,17.94
Office Supplies,Lisa DeCherney,Avery 48,Labels,8.694,18.9
Office Supplies,Bart Folk,Avery 52,Labels,5.2029,11.07
Office Supplies,Michelle Moray,Avery 509,Labels,3.6018,7.83
Office Supplies,Roland Fjeld,Avery 486,Labels,10.3071,21.93
Office Supplies,Ted Butterfield,Xerox 1890,Paper,73.41,146.82
Office Supplies,Cindy Chapman,Green Bar Computer Printout Paper,Paper,80.7912,164.88
Office Supplies,Sheri Gordon,Xerox 202,Paper,9.3312,19.44
Office Supplies,Ted Butterfield,Xerox 1919,Paper,60.2553,122.97
Office Supplies,Delfina Latchford,Xerox 1996,Paper,9.3312,19.44
Office Supplies,Denny Blanton,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,12.0978,46.53
Office Supplies,Annie Zypern,Portable Personal File Box,Storage,9.8901,36.63
Office Supplies,Fred McMath,"Rogers Jumbo File, Granite",Storage,0.4074,40.74
Office Supplies,James Galang,"Dual Level, Single-Width Filing Carts",Storage,120.9468,465.18
Office Supplies,Delfina Latchford,Safco Industrial Wire Shelving System,Storage,0,272.94
Office Supplies,Becky Pak,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,121.1056,275.24
Office Supplies,Pierre Wener,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Art,5.6416,13.12
Office Supplies,Ted Butterfield,Staples,Fasteners,5.256,11.68
Office Supplies,Ted Butterfield,Xerox 191,Paper,37.5624,79.92
Office Supplies,Duane Noonan,Xerox 197,Paper,55.764,123.92
Office Supplies,Tim Brockman,Xerox 1895,Paper,10.764,23.92
Office Supplies,Bill Donatelli,Xerox 1948,Paper,17.982,39.96
Office Supplies,Delfina Latchford,Iris Project Case,Storage,8.2992,31.92
Office Supplies,Anne McFarland,Lumber Crayons,Art,18.715,49.25
Office Supplies,Ted Butterfield,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Binders,13.92,29
Office Supplies,Bill Donatelli,Storex Dura Pro Binders,Binders,13.365,29.7
Office Supplies,Denny Blanton,Avery 496,Labels,9,18.75
Office Supplies,Dianna Vittorini,Tennsco Industrial Shelving,Storage,4.891,244.55
Office Supplies,Jennifer Jackson,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,76.3152,293.52
Office Supplies,Denny Blanton,Lumber Crayons,Art,22.458,59.1
Office Supplies,Shirley Jackson,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,40.5168,88.08
Office Supplies,Trudy Brown,"Angle-D Binders with Locking Rings, Label Holders",Binders,20.586,43.8
Office Supplies,Dianna Vittorini,Poly String Tie Envelopes,Envelopes,5.7528,12.24
Office Supplies,Vivian Mathis,Staples,Fasteners,6.9654,14.82
Office Supplies,Pierre Wener,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,20.727,44.1
Office Supplies,Pierre Wener,Xerox 226,Paper,18.6624,38.88
Office Supplies,David Flashing,Xerox 1906,Paper,99.9408,212.64
Office Supplies,Bart Folk,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,9.936,21.6
Office Supplies,Nora Preis,Tennsco 6- and 18-Compartment Lockers,Storage,286.3836,1591.02
Office Supplies,Kelly Andreada,Sanford 52201 APSCO Electric Pencil Sharpener,Art,74.5654,286.79
Office Supplies,Carl Ludwig,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Binders,116.3904,242.48
Office Supplies,Denny Blanton,GBC DocuBind P50 Personal Binding Machine,Binders,210.4942,447.86
Office Supplies,Sally Matthias,Avery 487,Labels,12.1401,25.83
Office Supplies,Annie Thurman,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,735.0336,2625.12
Office Supplies,Herbert Flentye,Avery 486,Labels,27.4856,58.48
Office Supplies,Chad McGuire,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Paper,36.0192,75.04
Office Supplies,Denny Blanton,"Neat Ideas Personal Hanging Folder Files, Black",Storage,27.9344,107.44
Office Supplies,Gary McGarr,Sanford Liquid Accent Highlighters,Art,22.2444,60.12
Office Supplies,Richard Eichhorn,Acco Hot Clips Clips to Go,Fasteners,13.3245,29.61
Office Supplies,Ted Butterfield,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,36.693,81.54
Office Supplies,Lisa DeCherney,"Dual Level, Single-Width Filing Carts",Storage,362.8404,1395.54
Office Supplies,Maris LaWare,Acco 3-Hole Punch,Binders,21.024,43.8
Office Supplies,Sandra Flanagan,Xerox 1939,Paper,91.056,189.7
Office Supplies,Kelly Andreada,"Southworth 100% Résumé Paper, 24lb.",Paper,49.014,108.92
Office Supplies,Christina DeMoss,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders,3.7128,11.424
Office Supplies,Dan Campbell,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Art,1.6324,18.656
Office Supplies,Mary O'Rourke,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,6.0368,17.248
Office Supplies,Greg Tran,Premium Transparent Presentation Covers by GBC,Binders,11.7488,33.568
Office Supplies,Pauline Johnson,Economy Binders,Binders,1.2064,3.328
Office Supplies,Brian DeCherney,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,11.7488,33.568
Office Supplies,Natalie DeCherney,GBC Plastic Binding Combs,Binders,4.2804,11.808
Office Supplies,Darrin Martin,Xerox 1966,Paper,3.7584,10.368
Office Supplies,Karl Braun,Safco Industrial Shelving,Storage,-25.109,118.16
Office Supplies,Dennis Kane,"SAFCO Commercial Wire Shelving, Black",Storage,-55.256,221.024
Office Supplies,Maxwell Schwartz,Acme Kleencut Forged Steel Scissors,Supplies,1.148,9.184
Office Supplies,Pauline Johnson,Newell 325,Art,1.239,9.912
Office Supplies,John Huston,Newell 312,Art,1.752,14.016
Office Supplies,Christine Sundaresam,Wilson Jones Active Use Binders,Binders,6.3336,17.472
Office Supplies,Denny Blanton,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,3.0861,9.144
Office Supplies,Shui Tom,Avery Arch Ring Binders,Binders,47.061,139.44
Office Supplies,Melanie Seite,Acco 3-Hole Punch,Binders,3.6792,10.512
Office Supplies,Ted Butterfield,Colored Envelopes,Envelopes,2.8782,8.856
Office Supplies,Maurice Satty,Avery 474,Labels,2.5056,6.912
Office Supplies,Larry Tron,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,23.235,74.352
Office Supplies,Logan Currie,Xerox 210,Paper,5.4432,15.552
Office Supplies,Maurice Satty,Adjustable Depth Letter/Legal Cart,Storage,48.9942,435.504
Office Supplies,Art Foster,Acco Perma 4000 Stacking Storage Drawers,Storage,-2.436,38.976
Office Supplies,John Castell,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Supplies,4.2471,37.752
Office Supplies,Maribeth Dona,DIXON Oriole Pencils,Art,0.6192,8.256
Office Supplies,Maribeth Dona,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,3.744,11.52
Office Supplies,Ted Trevino,Xerox 1949,Paper,5.7768,15.936
Office Supplies,Michael Nguyen,"TOPS Voice Message Log Book, Flash Format",Paper,5.5216,15.232
Office Supplies,Neola Schneider,Strathmore Photo Mount Cards,Paper,7.0512,21.696
Office Supplies,John Castell,Xerox 216,Paper,7.2576,20.736
Office Supplies,Brian Derr,Belkin F5C206VTEL 6 Outlet Surge,Appliances,11.49,91.92
Office Supplies,Ricardo Emerson,Acco 6 Outlet Guardian Standard Surge Suppressor,Appliances,6.045,48.36
Office Supplies,Christine Sundaresam,Newell 330,Art,1.794,23.92
Office Supplies,Art Foster,DIXON Ticonderoga Erasable Checking Pencils,Art,5.301,22.32
Office Supplies,Brian Derr,Avery Arch Ring Binders,Binders,78.435,232.4
Office Supplies,Bruce Degenhardt,Staple envelope,Envelopes,17.52,46.72
Office Supplies,Troy Staebel,Safco Industrial Shelving,Storage,-62.7725,295.4
Office Supplies,John Castell,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,-25.992,259.92
Office Supplies,Art Foster,Staple remover,Supplies,-3.312,14.72
Office Supplies,Raymond Buch,Newell 311,Art,0.9282,10.608
Office Supplies,Resi Pölking,"Avery Flip-Chart Easel Binder, Black",Binders,36.2556,107.424
Office Supplies,Christina DeMoss,GBC Prestige Therm-A-Bind Covers,Binders,55.5822,164.688
Office Supplies,Aimee Bixby,GBC Wire Binding Combs,Binders,16.7508,49.632
Office Supplies,Chloris Kastensmidt,Stockwell Push Pins,Fasteners,1.7004,10.464
Office Supplies,Gene McClure,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,12.51,40.032
Office Supplies,Evan Henry,Xerox 1927,Paper,6.42,20.544
Office Supplies,Joe Kamberova,Xerox 214,Paper,12.7008,36.288
Office Supplies,Joseph Airdo,Martin Yale Chadless Opener Electric Letter Opener,Supplies,-1049.3406,4663.736
Office Supplies,Darrin Martin,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,64.6272,646.272
Office Supplies,Joseph Airdo,Clear Mylar Reinforcing Strips,Binders,-4.2987,5.607
Office Supplies,Maribeth Dona,Wilson Jones Active Use Binders,Binders,-3.0576,4.368
Office Supplies,Lena Hernandez,Acco Suede Grain Vinyl Round Ring Binder,Binders,-2.0016,2.502
Office Supplies,Shahid Hopkins,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Binders,-1.476,2.214
Office Supplies,Maxwell Schwartz,GBC DocuBind P50 Personal Binding Machine,Binders,-58.8616,76.776
Office Supplies,Maribeth Dona,GBC Recycled VeloBinder Covers,Binders,-20.448,25.56
Office Supplies,Alan Shonely,Deluxe Heavy-Duty Vinyl Round Ring Binder,Binders,-34.38,41.256
Office Supplies,Scot Wooten,"GBC White Gloss Covers, Plain Front",Binders,-19.9824,26.064
Office Supplies,Sarah Foster,Catalog Binders with Expanding Posts,Binders,-100.92,121.104
Office Supplies,MaryBeth Skach,Pressboard Hanging Data Binders for Unburst Sheets,Binders,-8.6592,11.808
Office Supplies,Eric Hoffmann,Binding Machine Supplies,Binders,-57.7566,78.759
Office Supplies,Arthur Prichep,Boston 16750 Black Compact Battery Pencil Sharpener,Art,2.625,8.75
Office Supplies,Katherine Hughes,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Art,10.0282,34.58
Office Supplies,Katherine Hughes,GBC ProClick Spines for 32-Hole Punch,Binders,5.8891,12.53
Office Supplies,Allen Armold,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,2.376,5.28
Office Supplies,John Lee,Eldon Gobal File Keepers,Storage,0.6056,15.14
Office Supplies,Irene Maddox,Acme Stainless Steel Office Snips,Supplies,1.9629,7.27
Office Supplies,Chris McAfee,DIXON Ticonderoga Erasable Checking Pencils,Art,4.3524,11.16
Office Supplies,Peter Fuller,Newell 350,Art,1.9024,6.56
Office Supplies,Alan Shonely,Newell 333,Art,1.4456,5.56
Office Supplies,Allen Armold,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,3.8822,8.26
Office Supplies,John Lee,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,13.5056,29.36
Office Supplies,Lena Cacioppo,GBC Instant Index System for Binding Systems,Binders,8.88,17.76
Office Supplies,Maurice Satty,Colored Envelopes,Envelopes,3.3948,7.38
Office Supplies,John Lee,Avery 492,Labels,2.6496,5.76
Office Supplies,Lena Cacioppo,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,3.7996,8.26
Office Supplies,Chris McAfee,Xerox 1914,Paper,53.8608,109.92
Office Supplies,Doug O'Connell,Xerox 225,Paper,6.2208,12.96
Office Supplies,Peter Fuller,Xerox 1933,Paper,11.5432,24.56
Office Supplies,Michael Moore,Xerox 1898,Paper,6.4128,13.36
Office Supplies,Rob Haberlin,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,18.6606,44.43
Office Supplies,James Galang,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,4.5837,13.89
Office Supplies,Roy Französisch,Stanley Contemporary Battery Pencil Sharpeners,Art,11.214,40.05
Office Supplies,Philip Fox,Bulldog Vacuum Base Pencil Sharpener,Art,9.7119,35.97
Office Supplies,Arthur Prichep,Economy #2 Pencils,Art,2.0748,7.98
Office Supplies,Harry Greene,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Binders,8.6112,17.94
Office Supplies,Allen Goldenen,GBC Durable Plastic Covers,Binders,26.703,58.05
Office Supplies,Chris McAfee,Xerox 1994,Paper,9.3312,19.44
Office Supplies,James Galang,Xerox 1965,Paper,8.7906,17.94
Office Supplies,Peter Fuller,"Adams ""While You Were Out"" Message Pads",Paper,4.239,9.42
Office Supplies,Joni Wasserman,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,9.594,95.94
Office Supplies,Christopher Martinez,Fellowes Officeware Wire Shelving,Storage,5.3898,269.49
Office Supplies,Lena Cacioppo,"Carina Mini System Audio Rack, Model AR050B",Storage,9.9882,332.94
Office Supplies,Shahid Shariari,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,50.8768,195.68
Office Supplies,Shui Tom,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,27.0112,58.72
Office Supplies,John Lee,"Avery Durable Slant Ring Binders, No Labels",Binders,7.4824,15.92
Office Supplies,Shahid Shariari,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Fasteners,6.674,14.2
Office Supplies,Arthur Prichep,Advantus Plastic Paper Clips,Fasteners,9.6,20
Office Supplies,Lena Cacioppo,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Paper,8.1144,17.64
Office Supplies,John Lee,Belkin F9M820V08 8 Outlet Surge,Appliances,62.321,214.9
Office Supplies,Rob Haberlin,Newell 314,Art,6.975,27.9
Office Supplies,Lena Hernandez,Tuf-Vin Binders,Binders,74.213,157.9
Office Supplies,Maurice Satty,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,240.8595,491.55
Office Supplies,Russell Applegate,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage,34.2925,118.25
Office Supplies,Tom Boeckenhauer,Acco Perma 4000 Stacking Storage Drawers,Storage,12.18,81.2
Office Supplies,Irene Maddox,Canvas Sectional Post Binders,Binders,74.8524,152.76
Office Supplies,Pete Kriz,Ibico Presentation Index for Binding Systems,Binders,11.2236,23.88
Office Supplies,Corey-Lock,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,19.188,191.88
Office Supplies,Rob Haberlin,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,79.758,265.86
Office Supplies,Thea Hendricks,4009 Highlighters by Sanford,Art,9.1938,27.86
Office Supplies,Richard Bierner,Newell 349,Art,6.6584,22.96
Office Supplies,Sanjit Engle,Presstex Flexible Ring Binders,Binders,18.2,36.4
Office Supplies,Delfina Latchford,"Wirebound Message Book, 4 per Page",Paper,23.9463,48.87
Office Supplies,Theone Pippenger,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,70.1784,584.82
Office Supplies,Allen Goldenen,Xerox 232,Paper,34.2144,71.28
Office Supplies,Toby Carlisle,DIXON Oriole Pencils,Art,0.1548,2.064
Office Supplies,Craig Carreira,Prang Dustless Chalk Sticks,Art,0.504,1.344
Office Supplies,Jeremy Pistek,Staple envelope,Envelopes,2.934,7.824
Office Supplies,Don Weiss,Xerox 199,Paper,1.07,3.424
Office Supplies,Gene McClure,Eldon Simplefile Box Office,Storage,0.9952,9.952
